-23.9075,1.80757,0.447739,0.987849,-0.0944312,0.254972,0.441532,0.264012,0.267755,0.356546,0.155275,-0.22833,-0.398597,-0.0125469,-0.183776,-0.00310009,0.0736874,-0.145727,0.0836615,0.171795
-17.3947,3.87644,0.305903,1.47703,0.424369,0.764351,0.290485,-0.110812,-0.0853363,-0.00313615,0.218909,0.515097,0.258794,-0.441431,0.318484,0.240868,-0.189247,0.0226746,-0.0656994,-0.00243793
-11.8902,4.53802,-0.0906253,1.80853,0.290088,0.819328,0.163276,0.110488,-0.288043,-0.0899259,-0.0294268,0.378587,0.27616,-0.501215,0.515269,0.423729,0.00365664,-0.0997923,0.0234442,-0.103977
-11.2903,4.92011,-0.183258,1.79299,0.209504,0.685137,0.381222,-0.210673,-0.319477,-0.280914,0.0913962,0.579403,0.313496,-0.398903,0.326215,0.283667,-0.0662111,0.0579863,0.133083,-0.0962479
-11.7422,5.37016,-0.317542,1.54757,0.390904,0.549362,0.64569,-0.215134,-0.159796,-0.23157,0.0508771,0.546382,0.26655,-0.448881,0.321889,0.456582,-0.0309132,0.137325,0.109581,0.00361038
-12.5172,5.79385,-0.372597,1.38885,0.362032,0.420382,0.815044,-0.071285,-0.119111,-0.271114,0.123669,0.539941,-0.0387641,-0.468107,0.24955,0.650294,0.161332,0.137387,0.262796,-0.0475045
-12.5585,5.58718,-0.113872,1.23943,0.272738,0.458153,0.755586,0.0509032,-0.320487,-0.24576,0.173965,0.567103,0.123468,-0.546848,0.456038,0.684698,0.163719,0.17773,0.16002,-0.00142354
-9.39824,3.45474,0.868398,1.17001,0.270376,0.40313,-0.0262485,0.356961,-0.0478668,-0.0781081,0.167064,0.605127,0.482344,-0.662004,0.407345,0.319667,0.0637594,0.0644649,-0.0685053,0.179024
-10.2152,3.92757,0.658237,1.28178,0.258723,0.548738,-0.307361,0.297914,-0.0307635,-0.108588,0.20149,0.88013,0.729224,-0.514618,0.173085,0.137959,-0.100975,0.040009,-0.233333,0.134096
-10.8041,4.39173,0.201853,1.54591,0.308634,0.727525,-0.352476,0.172711,-0.191673,-0.0235772,0.0962753,0.919733,0.841642,-0.50065,0.0798932,0.0990224,-0.268162,-0.0260447,-0.276241,0.157397
-11.3006,4.91748,-0.0734294,1.54083,0.209192,0.658106,-0.293416,0.173863,-0.0252644,0.00858633,0.0455732,0.785602,0.796006,-0.576762,0.0696396,0.148144,-0.28925,-0.0414082,-0.238215,0.141575
-10.9835,4.64822,0.220415,1.082,0.317409,0.593344,-0.33989,0.217898,0.243964,-0.0335627,0.134467,0.653196,0.754772,-0.633175,0.163352,0.126825,-0.102328,-0.191084,-0.078473,0.13169
-9.9485,4.18215,0.496391,0.743565,0.444414,0.188048,-0.348168,0.498755,0.175482,0.179081,0.303943,0.673963,-0.0395475,0.0878939,-0.201725,0.0820341,0.184197,-0.0693007,0.0877863,0.092399
-9.18051,4.15799,0.799657,0.568117,0.293681,0.0623282,-0.479412,0.736724,0.297896,0.0419864,0.530649,0.6701,-0.494865,0.141004,-0.343696,-0.0775312,0.480283,-0.09392,0.121732,-0.0908041
-9.7611,4.52903,0.524982,0.809753,0.305613,0.00344941,-0.67784,0.602726,0.371577,0.191637,0.429587,0.690535,-0.516582,-0.0327969,-0.277898,-0.00490657,0.554603,-0.00179082,-0.0216755,-0.243957
-10.1722,5.02181,0.270168,0.808034,0.0626798,-0.0063737,-0.598552,0.807214,0.330978,-0.0381577,0.381643,0.719753,-0.278383,0.047419,-0.178939,-0.115117,0.479364,0.107508,0.0156212,-0.167221
-10.5024,5.28579,0.182304,0.886818,0.128025,0.0542724,-0.784007,0.829225,0.265087,0.101918,0.512677,0.626312,-0.328619,-0.0859713,-0.0472712,-0.0844403,0.482045,0.13046,-0.149111,-0.133683
-10.4281,5.29198,0.184094,0.571731,0.445415,-0.156252,-0.521169,0.796441,0.171147,0.13462,0.479001,0.54124,-0.36096,0.153978,-0.247339,-0.150343,0.500635,-0.0180379,0.0547055,-0.148174
-8.70227,4.16784,0.786397,0.40176,0.132853,-0.261021,0.315598,0.559176,0.132104,0.134096,0.251509,-0.138002,0.292703,-0.3039,-0.104274,0.180122,-0.128424,-0.0790955,-0.0824841,0.14857
-8.79836,4.30163,0.642383,0.457899,0.0367754,-0.497765,0.319839,0.774624,0.106319,0.0160873,0.288365,-0.326469,0.33652,-0.114568,-0.0381672,0.432203,-0.174729,-0.168439,-0.337051,0.137119
-9.2824,4.8808,0.408141,0.571143,-0.0256328,-0.444959,0.370111,0.887553,-0.161064,0.0917186,0.232535,-0.375736,0.385205,-0.207242,-0.190085,0.358402,-0.421768,-0.119987,-0.338698,0.205531
-9.63076,5.02138,0.281251,0.731932,-0.0403389,-0.471019,0.325136,0.865057,-0.237302,0.269811,0.104771,-0.240499,0.257408,-0.138185,-0.127935,0.307388,-0.263189,-0.178652,-0.340287,0.176392
-9.81023,5.05904,0.217194,0.631773,0.0516794,-0.541411,0.385899,0.886598,-0.217731,0.233528,0.0765335,-0.230816,0.406377,-0.0818286,-0.123653,0.198893,-0.13934,-0.234174,-0.198812,0.0967393
-10.0154,5.23034,0.239624,0.737792,0.156655,-0.512565,0.583151,0.848828,-0.223844,0.005529,0.218595,-0.498671,0.387902,-0.241979,-0.169449,0.244394,-0.186259,-0.265181,-0.287897,0.223574
