1.52599e-08,1.65641e-08,1.58234e-08,1.33676e-08,1.14652e-08,1.28979e-08,1.51527e-08,1.53127e-08,1.38862e-08,1.19515e-08,9.66132e-09,8.58996e-09
4.29021e-07,4.16851e-07,3.25764e-07,3.29032e-07,3.88214e-07,3.29478e-07,2.20032e-07,4.23962e-07,2.74969e-07,2.4513e-07,3.79474e-07,4.35391e-07
7.16109e-07,6.83655e-07,7.15507e-07,5.974e-07,8.04445e-07,7.86789e-07,5.32908e-07,1.18537e-06,2.03633e-06,2.18915e-06,1.62666e-06,9.54036e-07
3.23905e-07,2.23525e-07,2.0017e-07,1.81305e-07,2.02887e-07,3.38933e-07,4.05208e-07,3.87032e-07,5.29942e-07,4.79977e-07,3.78596e-07,3.75121e-07
1.9361e-07,1.43148e-07,2.81151e-07,4.20291e-07,3.17358e-07,2.11101e-07,3.2495e-07,4.74378e-07,5.35449e-07,3.80229e-07,3.0918e-07,4.16e-07
1.23806e-06,7.45144e-07,7.91806e-07,7.76574e-07,8.26139e-07,4.86675e-07,8.33105e-07,1.18178e-06,1.4386e-06,1.44655e-06,1.48449e-06,1.49725e-06
3.89151e-06,2.15677e-06,3.5453e-06,5.33552e-06,4.66802e-06,4.6243e-06,4.9662e-06,2.98028e-06,2.05542e-06,2.50392e-06,1.98687e-06,4.66285e-06
2.18855e-06,1.8183e-06,2.59424e-06,1.75465e-06,1.86708e-06,2.00132e-06,2.3494e-06,1.78271e-06,1.78679e-06,1.77116e-06,1.84209e-06,2.21704e-06
2.01187e-06,3.55151e-06,2.39811e-06,2.55539e-06,2.69399e-06,3.61143e-06,3.19568e-06,3.56942e-06,2.69746e-06,5.08037e-06,4.42138e-06,2.09626e-06
2.03155e-06,2.26634e-06,2.08451e-06,1.96757e-06,1.28797e-06,1.46428e-06,1.57643e-06,1.37793e-06,1.28087e-06,7.45393e-07,9.76345e-07,1.63624e-06
6.16368e-06,6.91134e-06,5.1491e-06,4.45742e-06,2.50184e-06,5.06325e-06,9.36101e-06,7.31789e-06,5.32288e-06,6.44849e-06,6.0536e-06,2.17849e-06
