,Pitch_Class_Histogram_0,Pitch_Class_Histogram_1,Pitch_Class_Histogram_2,Pitch_Class_Histogram_3,Pitch_Class_Histogram_4,Pitch_Class_Histogram_5,Pitch_Class_Histogram_6,Pitch_Class_Histogram_7,Pitch_Class_Histogram_8,Pitch_Class_Histogram_9,Pitch_Class_Histogram_10,Pitch_Class_Histogram_11,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Last_Pitch,Most_Common_Melodic_Interval,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value
"C:\Users\karin\OneDrive\Desktop\MCA\midiver-zelda-great-fairy-fountain-piano-etude-music-by-koji-kondo-arrangement-by-erik-c-piano-man-page1.mid",0.1825, 0.0, 0.09489, 0.00365, 0.1606, 0.02555, 0.05109, 0.1131, 0.03285, 0.1715, 0.00365, 0.1606, 37.0, 11.0, 0.0, 53.0, 2.0, 65.0, 70.0, 10.0, 3.0, 11.01, 70.0, 3.0, 0.4872, 0.25
